Error Rate,Average Evals,Time to test,Average Time,Model Weights,Layers,conv_layers,Epocs,Hidden Dimensions
143.28508469473024,144.73744327394067,74.50659799575806,0.0022033593965919873,test5_model_weights.pth,6,4,60,512
143.28508469473024,144.73744327394067,74.50659799575806,0.0022033593965919873,test4_model_weights.pth,6,4,60,2048
